Symbol,Price~,Type,Strike,Exp Date,DTE,Bid,Mid,Ask,Last,Volume,Open Int,Vol/OI,IV,Delta,Time
ANET,112.81,Call,115.00,2024-12-27,7,1.05,1.13,1.2,1.05,721,468,1.54,30.47%,0.339481,2024-12-20
GOOG,192.96,Call,235.00,2025-01-17,28,0.0,0.19,0.38,0.33,1004,654,1.54,38.96%,0.040674,15:47 ET
TSLA,421.06,Put,440.00,2025-01-03,14,31.0,32.93,34.85,32.41,1515,984,1.54,65.72%,-0.605811,15:57 ET
BRK.B,453.2,Call,460.00,2024-12-27,7,0.9,0.97,1.04,0.95,1728,1121,1.54,12.59%,0.213244,2024-12-20
MRNA,39.39,Put,39.00,2024-12-20,0,0.08,0.15,0.21,0.15,1837,1191,1.54,37.89%,-0.301262,15:56 ET
AMZN,224.92,Call,265.00,2025-02-21,63,1.65,1.83,2.0,1.7,1920,1248,1.54,30.97%,0.124906,15:33 ET
QUBT,17.62,Call,15.00,2024-12-27,7,3.1,3.4,3.7,3.45,2183,1415,1.54,205.61%,0.76143,15:59 ET
CMG,61.87,Call,62.00,2024-12-27,7,0.7,0.8,0.9,0.85,587,384,1.53,25.94%,0.493611,2024-12-20
CORT,51.4,Call,65.00,2025-01-17,28,0.0,0.98,1.95,0.5,695,453,1.53,65.45%,0.11798,12:52 ET
PBR,13.04,Call,13.00,2025-02-21,63,0.02,0.39,0.75,0.48,789,517,1.53,25.83%,0.485483,2024-12-20
MU,90.12,Put,85.00,2025-01-10,21,1.17,1.32,1.46,1.4,803,525,1.53,40.84%,-0.252392,15:59 ET
UNH,500.13,Call,500.00,2024-12-20,0,0.12,0.62,1.11,0.81,1694,1107,1.53,6.97%,0.537958,2024-12-20
ACHR,9.49,Put,10.00,2024-12-20,0,0.0,0.28,0.55,0.55,1697,1106,1.53,99.40%,-0.838186,2024-12-20
ARM,132.15,Put,133.00,2024-12-20,0,1.21,2.09,2.97,2.1,1899,1238,1.53,60.00%,-0.574188,15:59 ET
COST,954.07,Put,955.00,2024-12-20,0,0.55,1.56,2.56,1.58,2261,1478,1.53,5.60%,-0.62183,15:59 ET
IONQ,44.42,Call,39.00,2024-12-20,0,4.95,5.8,6.65,5.3,2400,1570,1.53,375.96%,0.777723,2024-12-20
GOOG,192.96,Put,190.00,2024-12-27,7,1.37,1.5,1.63,1.53,2623,1715,1.53,26.59%,-0.32388,15:59 ET
COIN,278.71,Call,300.00,2024-12-27,7,2.78,2.86,2.93,2.85,6160,4029,1.53,62.97%,0.214583,15:59 ET
PLTR,80.55,Put,69.00,2024-12-27,7,0.2,0.21,0.22,0.22,7368,4819,1.53,74.42%,-0.059234,15:59 ET
AMZN,224.92,Put,220.00,2024-12-27,7,1.04,1.18,1.32,1.22,6287,4140,1.52,25.48%,-0.252634,15:59 ET
SOUN,21.75,Call,15.00,2025-01-17,28,6.65,7.4,8.15,7.5,11552,7587,1.52,146.45%,0.870377,15:56 ET
ENVX,9.73,Call,11.00,2024-12-27,7,0.03,0.08,0.12,0.1,529,347,1.52,86.55%,0.16943,15:57 ET
GME,29.82,Put,29.50,2024-12-27,7,0.98,1.03,1.07,1.01,543,357,1.52,71.00%,-0.436789,2024-12-20
RDDT,170.71,Call,180.00,2024-12-27,7,1.83,2.14,2.45,2.39,588,387,1.52,60.53%,0.281007,2024-12-20
APP,340.99,Call,345.00,2024-12-20,0,0.0,0.15,0.3,0.1,710,468,1.52,15.75%,0.07939,15:57 ET
MTDR,53.07,Call,60.00,2025-01-17,28,0.2,0.3,0.4,0.31,1005,660,1.52,36.06%,0.123211,2024-12-20
TSM,197.21,Put,192.50,2024-12-27,7,1.5,1.56,1.61,1.61,1724,1135,1.52,32.61%,-0.283899,2024-12-20
QBTS,6.44,Call,7.50,2024-12-27,7,0.45,0.48,0.5,0.5,2014,1321,1.52,244.22%,0.390153,2024-12-20
BA,177.35,Put,177.50,2024-12-27,7,2.41,2.73,3.05,2.8,2310,1522,1.52,27.82%,-0.500647,2024-12-20
GOOG,192.96,Call,187.50,2024-12-20,0,3.35,4.45,5.55,5.46,2843,1876,1.52,33.65%,0.951219,15:59 ET
ADBE,447.17,Call,475.00,2024-12-27,7,0.27,0.33,0.39,0.33,668,443,1.51,25.84%,0.04999,15:57 ET
HOOD,38.33,Put,42.00,2024-12-27,7,3.75,3.83,3.9,3.85,675,446,1.51,57.91%,-0.865037,15:54 ET
TSLA,421.06,Call,440.00,2025-01-31,42,34.55,36.75,38.95,36.64,707,468,1.51,76.80%,0.492375,15:59 ET
MU,90.12,Call,88.00,2025-01-03,14,1.99,3.0,4.0,3.95,824,547,1.51,38.44%,0.645915,15:59 ET
NVO,85.0,Call,95.00,2025-01-17,28,0.43,0.48,0.53,0.48,914,606,1.51,33.28%,0.12767,2024-12-20
ACHR,9.49,Put,10.00,2024-12-27,7,0.9,0.95,1.0,0.9,1098,727,1.51,114.69%,-0.597255,2024-12-20
IONQ,44.42,Call,43.00,2024-12-20,0,1.18,1.44,1.71,1.15,1136,754,1.51,38.81%,0.948152,2024-12-20
MVIS,0.9853,Call,5.0000,2026-01-16,392,0.13,0.22,0.3,0.18,1625,1074,1.51,138.27%,0.350003,15:42 ET
ADBE,447.17,Put,445.00,2024-12-20,0,0.0,0.03,0.05,0.15,1678,1111,1.51,8.93%,-0.141347,15:57 ET
MU,90.12,Call,95.00,2025-01-03,14,1.0,1.02,1.04,1.02,1714,1133,1.51,38.29%,0.259429,15:59 ET
TSLA,421.06,Call,515.00,2024-12-27,7,0.46,0.5,0.54,0.53,2413,1598,1.51,75.90%,0.031792,15:59 ET
SOFI,15.35,Call,15.00,2024-12-27,7,0.61,0.68,0.74,0.68,3418,2271,1.51,56.89%,0.634339,15:59 ET
QCOM,152.89,Call,155.00,2024-12-20,0,0.34,0.47,0.6,0.55,4359,2893,1.51,42.24%,0.270674,15:59 ET
RIOT,11.55,Call,11.50,2024-12-27,7,0.55,0.62,0.69,0.55,4599,3036,1.51,81.66%,0.540891,15:58 ET
INTC,19.52,Call,20.00,2024-12-27,7,0.21,0.24,0.26,0.25,11470,7601,1.51,40.97%,0.347021,15:59 ET
GOOG,192.96,Call,190.00,2024-12-20,0,2.37,2.94,3.5,2.5,14769,9800,1.51,39.87%,0.777009,15:58 ET
IONQ,44.42,Call,50.00,2024-12-27,7,1.24,1.38,1.52,1.32,3526,2345,1.5,130.51%,0.28787,2024-12-20
TSLA,421.06,Call,460.00,2025-01-03,14,8.85,9.23,9.6,9.4,3856,2568,1.5,69.18%,0.283577,15:59 ET
PFE,26.36,Call,25.00,2024-12-27,7,0.75,1.13,1.5,1.42,4962,3308,1.5,32.24%,0.886359,2024-12-20
TSLA,421.06,Call,500.00,2024-12-27,7,0.75,0.78,0.8,0.76,53929,36033,1.5,71.18%,0.045997,15:59 ET
OXY,47.13,Put,47.00,2024-12-27,7,0.47,0.49,0.5,0.48,792,529,1.5,21.26%,-0.45102,2024-12-20
IONQ,44.42,Call,42.50,2024-12-20,0,1.58,1.93,2.28,1.7,582,391,1.49,116.35%,0.777332,2024-12-20
QBTS,6.44,Put,7.00,2024-12-27,7,0.9,0.95,1.0,1.0,1386,928,1.49,185.82%,-0.576523,2024-12-20
BA,177.35,Put,175.00,2025-01-03,14,2.84,3.17,3.5,3.2,1414,947,1.49,31.09%,-0.400805,2024-12-20
AVGO,220.79,Call,237.50,2024-12-27,7,0.31,0.43,0.54,0.49,1618,1084,1.49,38.43%,0.091558,15:59 ET
HOOD,38.33,Call,37.50,2024-12-20,0,0.0,0.45,0.89,0.89,3291,2209,1.49,39.28%,0.861934,15:59 ET
RGTI,9.37,Call,9.00,2024-12-27,7,1.25,1.28,1.3,1.3,4288,2877,1.49,217.88%,0.613065,15:58 ET
PLTR,80.55,Call,78.00,2024-12-27,7,4.15,4.2,4.25,4.2,10174,6815,1.49,61.48%,0.666682,15:59 ET
AAPL,254.49,Put,245.00,2024-12-27,7,0.37,0.39,0.41,0.37,19581,13128,1.49,22.04%,-0.099485,15:59 ET
META,585.25,Put,585.00,2024-12-20,0,0.01,0.41,0.8,0.58,3539,2387,1.48,5.97%,-0.433142,15:59 ET
CCL,26.8,Call,26.50,2024-12-27,7,0.55,0.7,0.84,0.62,4310,2905,1.48,31.38%,0.606741,2024-12-20
MSFT,436.6,Put,442.50,2024-12-20,0,3.95,5.68,7.4,6.07,5020,3401,1.48,19.68%,-0.90547,15:59 ET
NVDA,134.7,Put,117.00,2024-12-27,7,0.15,0.16,0.17,0.24,5064,3412,1.48,58.17%,-0.036011,15:52 ET
PLTR,80.55,Put,70.00,2025-01-03,14,0.71,0.72,0.72,0.72,6019,4075,1.48,67.65%,-0.127576,15:59 ET
NVDA,134.7,Call,130.00,2025-01-03,14,7.3,7.5,7.7,7.5,8887,6009,1.48,44.79%,0.680354,15:59 ET
PLTR,80.55,Call,75.00,2024-12-27,7,6.25,6.35,6.45,6.36,30434,20535,1.48,62.00%,0.811852,15:59 ET
XOM,105.87,Put,110.00,2025-01-03,14,3.6,4.05,4.5,4.3,556,375,1.48,16.41%,-0.880339,2024-12-20
UNH,500.13,Call,495.00,2024-12-20,0,4.05,5.53,7.0,4.0,636,429,1.48,18.77%,0.857745,2024-12-20
BA,177.35,Put,162.50,2024-12-27,7,0.18,0.22,0.25,0.19,683,463,1.48,38.46%,-0.047538,2024-12-20
SBUX,87.97,Put,88.00,2024-12-27,7,0.86,1.03,1.19,1.12,795,536,1.48,23.03%,-0.49421,15:59 ET
TSLA,421.06,Put,400.00,2025-04-17,117,47.4,48.7,50.0,48.95,817,551,1.48,66.57%,-0.362396,15:57 ET
BTBT,3.35,Call,4.00,2025-01-10,21,0.2,0.98,1.75,0.24,845,572,1.48,142.14%,0.366175,15:55 ET
CTSH,79.23,Put,72.50,2025-01-17,28,0.2,0.28,0.35,0.24,1045,707,1.48,25.24%,-0.090725,15:39 ET
SOUN,21.75,Call,15.00,2024-12-27,7,6.45,6.9,7.35,6.51,1227,828,1.48,273.66%,0.879594,15:47 ET
TSLA,421.06,Put,392.50,2024-12-27,7,3.7,3.83,3.95,3.79,1577,1068,1.48,60.72%,-0.187589,15:59 ET
MSTR,364.2,Call,372.50,2024-12-27,7,12.7,13.3,13.9,13.7,558,379,1.47,85.58%,0.450856,15:59 ET
CLF,9.38,Put,6.00,2025-04-17,117,0.16,0.18,0.19,0.16,700,477,1.47,67.15%,-0.083322,2024-12-20
SEDG,14.77,Call,13.50,2024-12-20,0,1.19,1.29,1.39,1.35,957,650,1.47,156.93%,0.873893,15:53 ET
TSLA,421.06,Call,502.50,2024-12-27,7,0.69,0.73,0.77,0.72,1511,1025,1.47,72.09%,0.043418,15:59 ET
QUBT,17.62,Put,18.00,2024-12-27,7,2.2,2.75,3.3,2.75,1874,1274,1.47,262.01%,-0.450464,15:56 ET
CCL,26.8,Call,27.50,2024-12-27,7,0.15,0.2,0.25,0.21,2783,1890,1.47,32.37%,0.286516,2024-12-20
JCI,80.64,Call,57.50,2025-01-17,28,23.0,23.2,23.4,23.2,21003,14279,1.47,67.43%,0.970939,2024-12-20
AAPL,254.49,Call,250.00,2024-12-20,0,4.2,4.68,5.15,5.0,65080,44336,1.47,37.66%,0.822597,15:59 ET
AMD,119.21,Put,120.00,2024-12-27,7,2.47,2.6,2.73,2.7,8448,5788,1.46,35.34%,-0.538688,15:59 ET
CELH,27.01,Put,27.50,2024-12-27,7,1.0,1.06,1.11,1.11,500,343,1.46,56.82%,-0.571839,15:56 ET
BABA,82.28,Call,80.00,2024-12-27,7,2.76,2.98,3.2,2.84,541,370,1.46,32.48%,0.738343,2024-12-20
MSTR,364.2,Put,210.00,2025-01-03,14,1.56,1.7,1.84,1.74,562,385,1.46,168.08%,-0.032728,15:59 ET
IONQ,44.42,Call,47.00,2024-12-27,7,1.82,3.29,4.75,2.07,723,496,1.46,126.15%,0.408719,2024-12-20
CHWY,33.72,Call,34.00,2024-12-27,7,0.61,0.64,0.66,0.62,966,661,1.46,39.49%,0.457071,2024-12-20
SOUN,21.75,Put,16.00,2024-12-27,7,0.12,0.14,0.15,0.14,1367,935,1.46,156.29%,-0.062805,15:58 ET
UBER,60.73,Call,61.00,2025-01-03,14,1.45,1.52,1.58,1.51,1545,1055,1.46,33.48%,0.49677,2024-12-20
UPST,68.4,Put,69.00,2024-12-20,0,0.4,0.74,1.08,0.85,1812,1240,1.46,35.01%,-0.679601,15:55 ET
MRNA,39.39,Put,110.00,2025-03-21,90,68.6,69.8,71.0,69.8,2910,2000,1.46,128.53%,-0.922158,15:55 ET
MSTR,364.2,Put,310.00,2024-12-27,7,3.55,3.72,3.9,3.75,2959,2023,1.46,109.83%,-0.126977,15:59 ET
PLTR,80.55,Call,92.00,2024-12-27,7,0.23,0.25,0.27,0.23,507,350,1.45,64.08%,0.07444,15:59 ET
IONQ,44.42,Call,50.00,2027-01-15,756,23.0,24.5,26.0,23.0,547,376,1.45,99.28%,0.755889,2024-12-20
NFLX,909.05,Call,925.00,2024-12-27,7,5.7,6.18,6.65,6.16,719,495,1.45,24.24%,0.317269,15:59 ET
GS,566.1,Put,530.00,2024-12-27,7,0.0,0.25,0.5,0.4,818,564,1.45,28.31%,-0.043446,2024-12-20
NVDA,134.7,Call,58.00,2025-03-21,90,77.1,78.1,79.1,77.5,870,598,1.45,79.85%,0.990537,11:38 ET
CRVS,4.99,Put,5.00,2025-04-17,117,1.5,1.6,1.7,1.55,1186,816,1.45,144.24%,-0.3384,09:36 ET
COIN,278.71,Put,265.00,2024-12-27,7,3.2,3.75,4.3,4.15,1468,1011,1.45,63.56%,-0.265704,15:59 ET
TGT,131.48,Call,140.00,2025-06-20,181,8.8,9.23,9.65,8.92,1651,1138,1.45,33.21%,0.440935,2024-12-20
PLTR,80.55,Call,78.00,2025-01-10,21,6.2,6.45,6.7,6.5,1851,1278,1.45,66.10%,0.617461,15:59 ET
GOOG,192.96,Put,180.00,2025-02-21,63,4.25,4.35,4.45,4.35,1876,1291,1.45,31.93%,-0.262831,15:50 ET
AVGO,220.79,Call,250.00,2025-01-03,14,0.5,0.57,0.63,0.55,6470,4466,1.45,41.60%,0.07111,15:59 ET
AMD,119.21,Put,110.00,2024-12-27,7,0.3,0.31,0.32,0.32,3998,2772,1.44,44.91%,-0.09062,15:59 ET
OUST,11.98,Call,13.00,2025-01-17,28,1.0,1.08,1.15,1.05,576,401,1.44,108.39%,0.456029,2024-12-20
CVS,44.36,Call,42.50,2025-01-17,28,3.0,3.18,3.35,3.3,577,401,1.44,47.62%,0.648093,2024-12-20
INTC,19.52,Call,25.00,2025-01-31,42,0.31,0.33,0.35,0.33,683,474,1.44,65.40%,0.159478,15:55 ET
MU,90.12,Call,89.00,2025-01-03,14,1.14,2.3,3.45,3.33,724,502,1.44,37.97%,0.589438,15:59 ET
RKLB,24.87,Call,25.50,2024-12-27,7,0.75,0.88,1.0,0.8,791,548,1.44,77.46%,0.431939,15:56 ET
XOM,105.87,Call,108.00,2025-01-03,14,0.88,0.94,1.0,0.88,831,578,1.44,20.71%,0.32148,2024-12-20
AAL,16.88,Call,16.50,2024-12-27,7,0.52,0.57,0.62,0.57,914,633,1.44,37.16%,0.68288,15:57 ET
MVST,1.53,Call,5.0000,2026-01-16,392,0.35,0.45,0.55,0.45,1447,1002,1.44,145.40%,0.499045,15:29 ET
QUBT,17.62,Put,15.00,2024-12-27,7,1.1,1.15,1.2,1.1,2263,1574,1.44,242.17%,-0.257834,15:59 ET
NVDA,134.7,Call,157.50,2025-01-24,35,1.37,1.44,1.51,1.33,2416,1674,1.44,45.30%,0.155148,15:54 ET
WMT,92.24,Call,93.00,2025-01-10,21,1.18,1.27,1.35,1.18,535,374,1.43,16.32%,0.445721,2024-12-20
HOOD,38.33,Put,33.00,2024-12-27,7,0.07,0.11,0.14,0.15,596,416,1.43,72.55%,-0.060737,15:41 ET
DOW,39.94,Put,52.50,2025-01-17,28,12.45,12.55,12.65,12.5,640,447,1.43,51.46%,-0.963811,2024-12-20
UNH,500.13,Put,450.00,2024-12-27,7,0.3,0.42,0.54,0.55,824,575,1.43,42.97%,-0.034891,2024-12-20
CVX,142.85,Call,185.00,2025-09-19,272,1.09,1.64,2.18,1.12,1004,700,1.43,21.72%,0.095588,2024-12-20
XOM,105.87,Put,106.00,2024-12-20,0,0.09,0.15,0.21,0.15,1205,842,1.43,3.08%,-0.776155,2024-12-20
PANW,186.78,Call,195.00,2024-12-27,7,0.2,0.37,0.54,0.43,1919,1341,1.43,26.41%,0.128076,15:59 ET
DVN,30.77,Put,50.00,2025-01-17,28,17.4,18.83,20.25,19.2,1974,1383,1.43,156.07%,-0.817539,2024-12-20
RGTI,9.37,Call,12.00,2024-12-27,7,0.45,0.48,0.5,0.45,2831,1976,1.43,236.57%,0.278007,15:59 ET
MARA,19.96,Call,22.50,2024-12-27,7,0.23,0.24,0.25,0.24,3941,2755,1.43,90.05%,0.1864,15:59 ET
AVGO,220.79,Call,250.00,2024-12-27,7,0.1,0.17,0.24,0.15,10514,7346,1.43,46.04%,0.028327,15:59 ET
LCID,3.02,Call,3.00,2024-12-27,7,0.13,0.15,0.16,0.13,23536,16513,1.43,71.23%,0.549975,15:59 ET
TSLA,421.06,Call,420.00,2024-12-20,0,0.8,1.27,1.74,1.1,23652,16596,1.43,12.57%,0.658456,15:59 ET
ASPN,12.05,Call,12.50,2025-01-17,28,0.95,1.0,1.05,1.15,669,471,1.42,88.28%,0.494672,2024-12-20
SOUN,21.75,Put,21.00,2024-12-27,7,1.35,1.48,1.6,1.4,770,542,1.42,149.27%,-0.390591,15:59 ET
SNOW,166.29,Call,167.50,2024-12-27,7,2.18,2.45,2.72,2.45,939,659,1.42,32.02%,0.451636,2024-12-20
MSTR,364.2,Call,410.00,2024-12-27,7,4.65,4.8,4.95,4.75,1231,869,1.42,92.12%,0.195464,15:59 ET
MU,90.12,Call,86.00,2024-12-27,7,3.2,3.98,4.75,4.55,1348,946,1.42,34.84%,0.843709,15:58 ET
QUBT,17.62,Call,18.00,2025-01-03,14,2.55,2.72,2.9,2.82,1375,967,1.42,216.77%,0.565971,15:59 ET
SOUN,21.75,Put,16.00,2025-02-21,63,2.1,2.31,2.52,2.31,1396,983,1.42,153.40%,-0.208748,15:46 ET
MU,90.12,Call,93.00,2024-12-27,7,0.52,0.65,0.77,0.74,1553,1097,1.42,35.75%,0.275926,15:59 ET
UPST,68.4,Call,82.00,2024-12-27,7,0.18,0.2,0.21,0.2,547,389,1.41,81.78%,0.06217,15:59 ET
FCX,38.86,Put,38.00,2025-01-17,28,1.12,1.15,1.18,1.16,548,388,1.41,37.42%,-0.387039,2024-12-20
KULR,2.95,Put,2.00,2025-01-17,28,0.25,0.3,0.35,0.27,1088,771,1.41,240.67%,-0.178548,2024-12-20
BA,177.35,Put,172.50,2024-12-27,7,0.79,1.09,1.39,1.17,1202,853,1.41,30.96%,-0.251738,2024-12-20
AMD,119.21,Put,114.00,2024-12-27,7,0.69,0.72,0.74,0.7,1239,881,1.41,38.96%,-0.192214,15:59 ET
TSLA,421.06,Put,382.50,2024-12-27,7,2.41,2.51,2.6,2.53,1356,963,1.41,64.46%,-0.129338,15:59 ET
PLTR,80.55,Put,73.00,2025-01-03,14,1.02,1.14,1.26,1.23,2416,1716,1.41,65.66%,-0.199941,15:59 ET
INTC,19.52,Call,20.00,2025-05-16,146,2.17,2.49,2.81,2.7,2983,2120,1.41,58.55%,0.549932,15:32 ET
MRNA,39.39,Put,165.00,2026-01-16,392,122.55,126.78,131.0,126.6,650,463,1.4,108.39%,-0.845367,15:55 ET
FDX,275.73,Put,280.00,2024-12-27,7,5.8,5.98,6.15,5.99,826,589,1.4,23.02%,-0.675956,2024-12-20
TSLA,421.06,Call,435.00,2025-01-24,35,29.55,30.48,31.4,31.0,847,606,1.4,69.76%,0.490771,15:58 ET
PYPL,87.13,Put,88.00,2024-12-27,7,1.49,1.6,1.71,1.69,893,640,1.4,25.78%,-0.596332,15:58 ET
TECK,40.94,Call,40.00,2025-01-17,28,1.99,2.2,2.41,2.25,950,678,1.4,37.48%,0.618612,2024-12-20
META,585.25,Put,575.00,2024-12-27,7,4.7,4.98,5.25,5.16,1609,1148,1.4,29.85%,-0.320998,15:59 ET
TSLA,421.06,Call,440.00,2025-01-10,21,18.55,20.1,21.65,20.05,1667,1193,1.4,68.26%,0.43219,15:59 ET
WFC,70.34,Call,71.00,2024-12-27,7,0.6,0.63,0.65,0.63,1846,1314,1.4,23.32%,0.39754,2024-12-20
ACHR,9.49,Call,9.50,2024-12-27,7,0.55,0.6,0.65,0.64,2814,2017,1.4,122.37%,0.53335,2024-12-20
BE,24.12,Call,23.50,2024-12-27,7,1.25,1.3,1.35,1.28,3644,2595,1.4,70.35%,0.627432,2024-12-20
PYPL,87.13,Put,70.00,2025-02-21,63,0.71,0.76,0.82,0.74,3672,2629,1.4,44.02%,-0.092368,15:54 ET
GME,29.82,Call,32.00,2024-12-27,7,0.61,0.65,0.69,0.65,4029,2883,1.4,87.64%,0.300839,2024-12-20
TSLA,421.06,Call,525.00,2024-12-27,7,0.38,0.41,0.44,0.39,4530,3227,1.4,77.91%,0.023705,15:59 ET
CVS,44.36,Call,45.00,2025-02-21,63,2.95,3.05,3.15,3.01,4601,3295,1.4,45.80%,0.500086,2024-12-20
HOOD,38.33,Call,45.00,2025-05-16,146,4.4,5.0,5.6,4.95,6367,4555,1.4,73.11%,0.468792,15:50 ET
NNE,25.19,Call,40.00,2025-01-17,28,0.15,0.18,0.2,0.18,4824,3470,1.39,100.34%,0.06523,15:57 ET
MSFT,436.6,Put,420.00,2025-01-03,14,0.0,0.94,1.87,1.79,524,378,1.39,22.19%,-0.172592,15:55 ET
SMCI,31.59,Call,34.50,2024-12-27,7,0.37,0.43,0.49,0.45,581,418,1.39,80.09%,0.232312,15:59 ET
AMC,4.18,Call,3.50,2024-12-27,7,0.65,0.78,0.91,0.67,685,492,1.39,236.19%,0.759981,2024-12-20
TW,132.73,Call,130.00,2025-01-17,28,5.6,6.6,7.6,7.1,826,596,1.39,37.12%,0.612228,13:30 ET
TSLA,421.06,Put,362.50,2024-12-27,7,1.32,1.41,1.49,1.38,829,597,1.39,75.64%,-0.068152,15:59 ET
AMZN,224.92,Put,220.00,2025-01-10,21,3.3,3.4,3.5,3.65,1249,898,1.39,26.86%,-0.341299,15:51 ET
NVDA,134.7,Call,2.00,2026-12-18,728,131.55,132.78,134.0,132.65,2635,1900,1.39,258.53%,0.998372,15:46 ET
FCX,38.86,Put,39.00,2025-01-17,28,1.38,1.68,1.98,1.58,3421,2468,1.39,36.10%,-0.487104,2024-12-20
NFLX,909.05,Call,910.00,2024-12-27,7,11.85,12.52,13.2,12.5,502,364,1.38,25.04%,0.505005,15:59 ET
TEM,35.54,Call,36.00,2024-12-20,0,0.0,0.03,0.05,0.15,520,377,1.38,44.35%,0.294155,14:03 ET
GME,29.82,Call,39.00,2024-12-27,7,0.16,0.21,0.25,0.24,709,513,1.38,138.62%,0.096298,2024-12-20
CCL,26.8,Call,26.00,2025-01-03,14,1.12,1.2,1.28,1.23,944,682,1.38,37.95%,0.667521,2024-12-20
GM,51.81,Call,51.00,2024-12-20,0,0.61,0.72,0.83,0.83,1159,841,1.38,20.07%,0.936471,2024-12-20
CRH,93.64,Put,97.00,2024-12-27,7,3.3,3.65,4.0,3.6,1440,1041,1.38,25.48%,-0.836741,2024-12-20
FCX,38.86,Call,40.00,2024-12-27,7,0.12,0.19,0.26,0.23,2172,1579,1.38,29.35%,0.249222,2024-12-20
MSTR,364.2,Call,800.00,2024-12-27,7,0.17,0.19,0.21,0.17,3152,2281,1.38,210.77%,0.005446,15:50 ET
TSLA,421.06,Put,420.00,2025-01-03,14,19.3,20.65,22.0,21.3,3401,2457,1.38,67.49%,-0.461963,15:59 ET
QUBT,17.62,Call,15.00,2024-12-20,0,2.5,2.6,2.7,2.4,3467,2518,1.38,228.84%,0.921383,15:58 ET
AAPL,254.49,Call,262.50,2024-12-27,7,0.1,0.13,0.16,0.16,5076,3672,1.38,14.69%,0.07032,15:59 ET
HOOD,38.33,Call,38.00,2025-02-21,63,4.95,5.03,5.1,4.95,4875,3548,1.37,73.83%,0.581792,15:58 ET
LCID,3.02,Call,3.00,2025-01-03,14,0.18,0.21,0.23,0.21,4990,3654,1.37,83.99%,0.553031,15:58 ET
AAPL,254.49,Put,250.00,2025-01-03,14,1.46,1.7,1.94,1.52,5611,4098,1.37,17.32%,-0.280219,15:59 ET
TSLA,421.06,Call,475.00,2024-12-27,7,1.59,1.68,1.76,1.7,9132,6674,1.37,64.81%,0.098778,15:59 ET
RCAT,10.75,Call,10.00,2024-12-20,0,0.75,0.8,0.85,0.75,11893,8660,1.37,165.12%,0.812558,15:59 ET
PLTR,80.55,Call,74.00,2024-12-20,0,6.6,7.3,8.0,6.55,12258,8945,1.37,182.52%,0.827182,15:59 ET
NVDA,134.7,Call,140.00,2025-01-10,21,3.8,3.88,3.95,3.9,15603,11408,1.37,46.12%,0.393599,15:59 ET
NVDA,134.7,Call,128.00,2024-12-20,0,6.35,7.6,8.85,6.88,17283,12578,1.37,69.15%,0.925272,15:59 ET
UPLD,4.33,Call,5.00,2025-07-18,209,0.85,0.95,1.05,0.95,538,394,1.37,88.36%,0.562027,15:21 ET
PDD,99.51,Call,100.00,2025-01-03,14,2.44,2.65,2.86,2.78,605,442,1.37,37.70%,0.497671,15:57 ET
BAC,44.17,Put,44.50,2024-12-27,7,0.47,0.59,0.7,0.66,830,606,1.37,19.91%,-0.596736,2024-12-20
META,585.25,Put,560.00,2025-01-03,14,4.9,5.05,5.2,5.1,942,687,1.37,32.62%,-0.228175,16:00 ET
AMC,4.18,Call,9.00,2025-02-21,63,0.23,0.24,0.25,0.26,1172,858,1.37,159.42%,0.204397,2024-12-20
META,585.25,Put,560.00,2024-12-27,7,1.99,2.18,2.37,2.29,2077,1516,1.37,33.17%,-0.158863,15:59 ET
AAPL,254.49,Put,237.50,2024-12-27,7,0.2,0.25,0.29,0.21,3012,2202,1.37,30.43%,-0.046635,15:59 ET
RBLX,60.11,Call,61.00,2024-12-27,7,0.69,0.73,0.77,0.65,553,406,1.36,32.84%,0.389273,2024-12-20
APP,340.99,Put,300.00,2024-12-27,7,0.95,1.13,1.3,1.08,652,481,1.36,66.50%,-0.074143,15:59 ET
NVDA,134.7,Call,138.00,2025-01-31,42,6.2,7.1,8.0,7.3,679,500,1.36,46.45%,0.48294,15:56 ET
PFE,26.36,Put,37.50,2025-01-17,28,10.1,10.85,11.6,11.15,700,514,1.36,52.05%,-0.989403,2024-12-20
MSTR,364.2,Call,475.00,2024-12-27,7,1.39,1.46,1.52,1.45,891,656,1.36,117.13%,0.060457,15:59 ET
SMCI,31.59,Put,32.50,2024-12-27,7,1.78,1.87,1.96,1.83,906,665,1.36,75.82%,-0.583978,15:59 ET
X,30.14,Call,35.00,2025-03-21,90,2.5,3.1,3.7,2.7,1013,745,1.36,72.55%,0.416268,2024-12-20
RUN,9.87,Call,10.00,2025-01-03,14,0.48,0.5,0.52,0.47,1063,782,1.36,71.55%,0.495692,15:53 ET
SOUN,21.75,Put,19.50,2024-12-27,7,0.75,0.77,0.78,0.78,1134,833,1.36,147.56%,-0.260598,15:59 ET
TSLA,421.06,Call,540.00,2025-01-03,14,1.35,1.64,1.93,1.6,1247,915,1.36,77.78%,0.061113,15:59 ET
AMD,119.21,Put,121.00,2024-12-27,7,3.2,3.28,3.35,3.21,2788,2044,1.36,34.06%,-0.610263,15:59 ET
AMD,119.21,Call,123.00,2024-12-27,7,0.92,0.95,0.98,0.97,3285,2407,1.36,35.44%,0.275814,15:59 ET
SMCI,31.59,Put,32.50,2024-12-20,0,0.74,1.1,1.45,0.8,5041,3698,1.36,139.61%,-0.638336,15:58 ET
